arquivo,real_kWh,previsto_kWh
amostra_2060_2166.08.csv,2166.08,2166.446
amostra_2073_3617.01.csv,3617.01,3524.517
amostra_2083_2696.74.csv,2696.74,2664.271
amostra_2084_1465.02.csv,1465.02,1403.1643
amostra_2088_2330.42.csv,2330.42,2256.8157
amostra_2094_2834.90.csv,2834.9,2758.7869
amostra_2095_3029.50.csv,3029.5,2947.634
amostra_2097_2276.64.csv,2276.64,2284.1035
amostra_2099_1972.16.csv,1972.16,1942.8168
amostra_2107_3146.28.csv,3146.28,3001.111
amostra_2110_2588.75.csv,2588.75,2495.815
amostra_2115_1299.57.csv,1299.57,1325.7156
amostra_2120_4344.97.csv,4344.97,4278.585
amostra_2121_3115.09.csv,3115.09,3028.6018
amostra_2128_2436.68.csv,2436.68,2358.458
amostra_2129_3251.12.csv,3251.12,3175.2307
amostra_2140_2178.44.csv,2178.44,2109.2334
amostra_2147_2182.32.csv,2182.32,2188.1213
amostra_2151_1884.05.csv,1884.05,1833.3909
amostra_2156_3197.65.csv,3197.65,3105.3318
amostra_2159_1465.23.csv,1465.23,1490.2216
amostra_2160_2114.10.csv,2114.1,2145.716
amostra_2164_2761.54.csv,2761.54,2789.1597
amostra_2172_1859.55.csv,1859.55,1856.7634
amostra_2178_2651.29.csv,2651.29,2572.4802
amostra_2193_1351.73.csv,1351.73,1359.2631
amostra_2194_2937.41.csv,2937.41,2874.576
amostra_2195_3193.36.csv,3193.36,3106.0566
amostra_2204_1887.08.csv,1887.08,1902.5673
amostra_2207_3462.41.csv,3462.41,3338.6885
amostra_2208_2658.11.csv,2658.11,2608.7239
amostra_2210_2060.97.csv,2060.97,2020.3552
amostra_2213_2896.55.csv,2896.55,2845.2234
amostra_2218_2422.70.csv,2422.7,2495.802
amostra_2221_3329.26.csv,3329.26,3302.165
amostra_2225_1297.78.csv,1297.78,1319.87
amostra_2228_1310.03.csv,1310.03,1292.931
amostra_2230_3486.69.csv,3486.69,3408.302
amostra_2232_3806.67.csv,3806.67,3759.3718
amostra_2242_1377.44.csv,1377.44,1385.4637
amostra_2246_2072.89.csv,2072.89,2071.6143
amostra_2254_1879.69.csv,1879.69,1827.3385
amostra_2255_2231.29.csv,2231.29,2264.8367
amostra_2261_3286.80.csv,3286.8,3237.2175
amostra_2264_1257.38.csv,1257.38,1271.283
amostra_2278_2386.39.csv,2386.39,2479.6094
amostra_2279_2825.71.csv,2825.71,2783.2288
amostra_2281_1665.99.csv,1665.99,1670.867
amostra_2291_3662.89.csv,3662.89,3664.3218
amostra_2293_3114.00.csv,3114.0,3044.065
amostra_2300_2285.80.csv,2285.8,2223.6196
amostra_2304_1832.34.csv,1832.34,1842.6497
amostra_2307_2240.28.csv,2240.28,2147.03
amostra_2312_2320.95.csv,2320.95,2239.2227
amostra_2320_2481.48.csv,2481.48,2451.0803
amostra_2321_2167.83.csv,2167.83,2104.0435
amostra_2324_4069.69.csv,4069.69,4017.956
amostra_2336_2451.85.csv,2451.85,2399.6362
amostra_2338_3181.07.csv,3181.07,3089.868
amostra_2340_3217.09.csv,3217.09,3247.493
amostra_2343_2744.37.csv,2744.37,2646.2214
amostra_2354_2229.70.csv,2229.7,2226.3064
amostra_2361_1392.40.csv,1392.4,1405.9213
amostra_2367_1424.40.csv,1424.4,1415.8864
amostra_2369_2248.64.csv,2248.64,2257.3218
amostra_2373_2865.89.csv,2865.89,2783.5784
amostra_2376_2020.00.csv,2020.0,2065.2886
amostra_2378_2114.79.csv,2114.79,2061.546
amostra_2381_1658.15.csv,1658.15,1644.0125
amostra_2385_1935.80.csv,1935.8,1837.7622
amostra_2399_2420.47.csv,2420.47,2398.0674
amostra_2402_2917.45.csv,2917.45,2814.7195
amostra_2419_1652.45.csv,1652.45,1614.4052
amostra_2421_2433.26.csv,2433.26,2374.8704
amostra_2423_2526.70.csv,2526.7,2463.9043
amostra_2439_2900.33.csv,2900.33,2915.354
amostra_2441_1412.54.csv,1412.54,1371.7538
amostra_2444_1998.82.csv,1998.82,1960.93
amostra_2446_2017.10.csv,2017.1,2099.327
amostra_2449_1929.63.csv,1929.63,1976.3894
amostra_2453_2835.06.csv,2835.06,2669.594
amostra_2455_1946.01.csv,1946.01,1886.8774
amostra_2464_1559.84.csv,1559.84,1505.7249
amostra_2468_2582.14.csv,2582.14,2503.2034
amostra_2470_2483.26.csv,2483.26,2406.4517
amostra_2472_1989.29.csv,1989.29,1902.7119
amostra_2479_2112.39.csv,2112.39,2038.678
amostra_2482_2115.07.csv,2115.07,2067.2969
amostra_2494_2259.75.csv,2259.75,2205.3313
amostra_2503_1193.68.csv,1193.68,1179.1655
amostra_2517_2685.05.csv,2685.05,2557.1943
amostra_2521_3399.92.csv,3399.92,3387.169
amostra_2522_3230.65.csv,3230.65,3195.8037
amostra_2525_1785.06.csv,1785.06,1740.4757
amostra_2534_1549.97.csv,1549.97,1524.7976
amostra_2536_1800.38.csv,1800.38,1753.1094
amostra_2547_3758.92.csv,3758.92,3669.232
amostra_2548_1479.13.csv,1479.13,1537.1521
amostra_2555_3202.35.csv,3202.35,3154.219
amostra_2558_2507.84.csv,2507.84,2512.8303
amostra_2563_1423.35.csv,1423.35,1502.902
amostra_2569_2164.82.csv,2164.82,2128.9978
amostra_2572_2148.13.csv,2148.13,2073.341
amostra_2574_1803.00.csv,1803.0,1872.5178
amostra_2587_2115.94.csv,2115.94,2017.5203
amostra_2589_3859.74.csv,3859.74,3715.7537
amostra_2591_3916.68.csv,3916.68,3886.332
amostra_2596_1757.03.csv,1757.03,1787.6191
amostra_2606_3363.29.csv,3363.29,3229.909
amostra_2608_4434.93.csv,4434.93,4397.7153
amostra_2613_1444.45.csv,1444.45,1460.3914
amostra_2620_2063.37.csv,2063.37,2043.8177
amostra_2622_3957.91.csv,3957.91,3804.713
amostra_2628_3378.36.csv,3378.36,3287.4028
amostra_2633_2222.69.csv,2222.69,2244.7246
amostra_2634_2462.42.csv,2462.42,2471.3987
amostra_2643_2712.22.csv,2712.22,2691.7283
amostra_2650_2176.91.csv,2176.91,2180.412
amostra_2656_2779.05.csv,2779.05,2813.734
amostra_2659_2440.21.csv,2440.21,2520.7925
amostra_2661_1294.43.csv,1294.43,1293.9923
amostra_2662_1464.23.csv,1464.23,1482.2023
amostra_2672_1844.89.csv,1844.89,1847.9082
amostra_2680_2441.15.csv,2441.15,2394.7922
amostra_2682_2493.40.csv,2493.4,2502.3909
amostra_2697_2694.46.csv,2694.46,2620.1736
amostra_2700_2112.60.csv,2112.6,2044.6028
amostra_2703_2052.74.csv,2052.74,2067.0781
amostra_2704_892.18.csv,892.18,923.4044
amostra_2714_2825.55.csv,2825.55,2755.4617
amostra_2725_3081.21.csv,3081.21,3092.1326
amostra_2736_2615.97.csv,2615.97,2547.3726
amostra_2737_1663.64.csv,1663.64,1643.1149
amostra_2738_2052.98.csv,2052.98,2005.3494
amostra_2739_2103.45.csv,2103.45,2084.5176
amostra_2754_2011.35.csv,2011.35,1925.8767
amostra_2761_3760.98.csv,3760.98,3720.1985
amostra_2765_1997.92.csv,1997.92,2017.8992
amostra_2766_1406.36.csv,1406.36,1392.5233
amostra_2769_2821.83.csv,2821.83,2806.8145
amostra_2773_2013.48.csv,2013.48,1991.6884
amostra_2775_2470.92.csv,2470.92,2429.1963
amostra_2776_2688.93.csv,2688.93,2636.053
amostra_2785_2435.57.csv,2435.57,2419.9429
amostra_2787_2991.89.csv,2991.89,2940.842
amostra_2788_2065.12.csv,2065.12,1981.5896
amostra_2793_2264.38.csv,2264.38,2303.2827
amostra_2796_2354.82.csv,2354.82,2294.7563
amostra_2799_3014.73.csv,3014.73,2940.3606
amostra_2808_1266.49.csv,1266.49,1320.4613
amostra_2837_3494.82.csv,3494.82,3430.7036
amostra_2840_3647.46.csv,3647.46,3574.7202
amostra_2843_2235.22.csv,2235.22,2179.9624
amostra_2860_3387.17.csv,3387.17,3327.1936
amostra_2862_1586.90.csv,1586.9,1617.4934
amostra_2866_3272.68.csv,3272.68,3183.9988
amostra_2867_1332.94.csv,1332.94,1327.031
amostra_2871_2855.43.csv,2855.43,2825.6038
amostra_2873_1394.39.csv,1394.39,1382.3506
amostra_2891_2465.87.csv,2465.87,2409.0605
amostra_2902_1281.85.csv,1281.85,1254.2612
amostra_2904_1699.37.csv,1699.37,1701.6509
amostra_2917_2392.96.csv,2392.96,2364.328
amostra_2920_2382.91.csv,2382.91,2302.7468
amostra_2923_2763.29.csv,2763.29,2726.8313
amostra_2929_2268.45.csv,2268.45,2272.0278
amostra_2932_2407.79.csv,2407.79,2320.7515
amostra_2934_1865.96.csv,1865.96,1899.3938
amostra_2938_2284.18.csv,2284.18,2225.2996
amostra_2944_2746.23.csv,2746.23,2684.3135
amostra_2958_2813.13.csv,2813.13,2748.3894
amostra_2963_2574.43.csv,2574.43,2498.924
amostra_2969_2051.49.csv,2051.49,1933.2433
amostra_2982_2524.13.csv,2524.13,2491.5542
amostra_2983_2173.29.csv,2173.29,2165.7808
amostra_2987_3191.61.csv,3191.61,3168.3408
amostra_2993_3843.76.csv,3843.76,3757.3418
amostra_2995_1591.14.csv,1591.14,1575.6914
amostra_2999_1967.09.csv,1967.09,1926.24
amostra_3001_1530.72.csv,1530.72,1480.4148
amostra_3005_1578.20.csv,1578.2,1536.2667
amostra_3010_2817.11.csv,2817.11,2768.0178
amostra_3022_2479.36.csv,2479.36,2416.6338
amostra_3024_2410.60.csv,2410.6,2329.2888
amostra_3027_2114.43.csv,2114.43,2039.4344
amostra_3028_2844.56.csv,2844.56,2729.3315
amostra_3036_2742.75.csv,2742.75,2648.1182
amostra_3045_3573.42.csv,3573.42,3550.6655
amostra_3048_1724.05.csv,1724.05,1769.0024
amostra_3049_2218.64.csv,2218.64,2170.1882
amostra_3050_1371.18.csv,1371.18,1464.8854
amostra_3054_2879.42.csv,2879.42,2885.08
amostra_3059_2125.25.csv,2125.25,2100.3462
amostra_3061_1921.12.csv,1921.12,1967.317
amostra_3073_914.04.csv,914.04,903.6851
amostra_3080_2316.18.csv,2316.18,2212.8208
amostra_3083_3645.96.csv,3645.96,3583.1892
amostra_3084_2056.98.csv,2056.98,1959.2557
amostra_3100_4646.81.csv,4646.81,4568.156
amostra_3103_2917.84.csv,2917.84,2940.4646
amostra_3105_2007.98.csv,2007.98,1917.859
amostra_3118_2247.99.csv,2247.99,2230.0383
amostra_3133_2693.98.csv,2693.98,2576.7063
amostra_3135_1925.24.csv,1925.24,1849.2858
amostra_3136_3272.14.csv,3272.14,3115.7546
amostra_3137_2979.26.csv,2979.26,2879.0127
amostra_3142_2947.88.csv,2947.88,2949.7876
amostra_3143_965.42.csv,965.42,982.55066
amostra_3146_1686.85.csv,1686.85,1590.7325
amostra_3151_2356.63.csv,2356.63,2260.687
amostra_3162_2071.06.csv,2071.06,2076.7168
amostra_3170_4145.60.csv,4145.6,4046.771
amostra_3179_2829.84.csv,2829.84,2754.7131
amostra_3181_1779.66.csv,1779.66,1715.0039
amostra_3183_2214.62.csv,2214.62,2158.7095
amostra_3184_3612.15.csv,3612.15,3505.5654
amostra_3188_3336.05.csv,3336.05,3339.2488
amostra_3190_2923.71.csv,2923.71,2836.3271
amostra_3196_1752.97.csv,1752.97,1747.0361
amostra_3204_1382.12.csv,1382.12,1373.5519
amostra_3205_2252.72.csv,2252.72,2218.761
amostra_3207_2790.44.csv,2790.44,2752.1077
amostra_3214_2466.20.csv,2466.2,2423.4702
amostra_3215_2874.84.csv,2874.84,2759.455
amostra_3218_1776.24.csv,1776.24,1731.4941
amostra_3227_1670.12.csv,1670.12,1637.4731
amostra_3229_1319.16.csv,1319.16,1346.8501
amostra_3237_2541.89.csv,2541.89,2483.8572
amostra_3239_3656.99.csv,3656.99,3497.107
amostra_3241_2784.41.csv,2784.41,2605.8247
amostra_3245_2983.32.csv,2983.32,2933.5479
amostra_3246_1756.79.csv,1756.79,1770.9067
amostra_3254_2624.11.csv,2624.11,2569.7017
amostra_3257_3829.95.csv,3829.95,3743.7756
amostra_3261_2404.90.csv,2404.9,2417.5366
amostra_3268_2256.33.csv,2256.33,2221.812
amostra_3269_2192.60.csv,2192.6,2254.1377
amostra_3280_3005.31.csv,3005.31,3063.3127
amostra_3284_2222.29.csv,2222.29,2202.1362
amostra_3293_3077.44.csv,3077.44,2979.7932
amostra_3303_2917.63.csv,2917.63,2884.499
amostra_3309_884.83.csv,884.83,943.6913
amostra_3310_2955.90.csv,2955.9,2893.8816
amostra_3314_2361.83.csv,2361.83,2263.6272
amostra_3315_1539.15.csv,1539.15,1455.4105
amostra_3316_2377.06.csv,2377.06,2331.586
amostra_3332_2232.14.csv,2232.14,2161.7168
amostra_3335_1743.21.csv,1743.21,1685.9662
amostra_3340_2239.24.csv,2239.24,2253.1467
amostra_3347_2436.98.csv,2436.98,2323.5642
amostra_3349_2861.91.csv,2861.91,2860.506
amostra_3365_1707.81.csv,1707.81,1689.1011
amostra_3375_1872.27.csv,1872.27,1823.3171
amostra_3378_1311.33.csv,1311.33,1310.6655
amostra_3380_1477.50.csv,1477.5,1529.2562
amostra_3382_2638.91.csv,2638.91,2648.9368
amostra_3386_2728.63.csv,2728.63,2687.7476
amostra_3388_3378.48.csv,3378.48,3259.892
amostra_3395_1822.45.csv,1822.45,1877.3547
amostra_3398_3093.23.csv,3093.23,2985.791
amostra_3399_2039.14.csv,2039.14,1980.0112
amostra_3408_1292.68.csv,1292.68,1356.2808
amostra_3409_2532.19.csv,2532.19,2468.713
amostra_3422_2184.90.csv,2184.9,2110.3384
amostra_3424_1457.07.csv,1457.07,1410.066
amostra_3425_3371.38.csv,3371.38,3196.7732
amostra_3428_3315.66.csv,3315.66,3247.9685
amostra_3435_4218.52.csv,4218.52,4175.837
amostra_3438_1328.75.csv,1328.75,1349.0856
amostra_3441_3512.28.csv,3512.28,3461.8425
amostra_3445_2408.85.csv,2408.85,2275.2131
amostra_3446_3693.42.csv,3693.42,3602.1084
amostra_3458_2832.87.csv,2832.87,2854.863
amostra_3460_1462.56.csv,1462.56,1436.3867
amostra_3461_1933.72.csv,1933.72,1924.1837
amostra_3462_3780.15.csv,3780.15,3744.702
amostra_3474_2305.96.csv,2305.96,2282.3945
amostra_3479_2336.62.csv,2336.62,2235.0947
amostra_3487_3053.17.csv,3053.17,3014.8777
amostra_3495_1774.39.csv,1774.39,1746.6403
amostra_3500_2311.56.csv,2311.56,2345.8647
amostra_3511_2847.23.csv,2847.23,2851.4075
amostra_3517_2568.36.csv,2568.36,2421.462
amostra_3522_3217.76.csv,3217.76,3211.179
amostra_3528_1629.27.csv,1629.27,1633.3698
amostra_3529_2908.65.csv,2908.65,2848.794
amostra_3532_3481.99.csv,3481.99,3430.4297
amostra_3536_2499.28.csv,2499.28,2428.842
amostra_3548_1921.84.csv,1921.84,1887.6403
amostra_3550_3761.23.csv,3761.23,3664.235
amostra_3553_1876.27.csv,1876.27,1777.1334
amostra_3554_1996.63.csv,1996.63,2015.9631
amostra_3562_1923.39.csv,1923.39,1956.8942
amostra_3564_3222.79.csv,3222.79,3182.0244
amostra_3584_3407.55.csv,3407.55,3271.267
amostra_3587_1696.56.csv,1696.56,1699.567
amostra_3594_2692.35.csv,2692.35,2618.8245
amostra_3603_1092.67.csv,1092.67,1105.3193
amostra_3610_2713.38.csv,2713.38,2655.8032
amostra_3614_2476.58.csv,2476.58,2441.152
amostra_3621_2607.80.csv,2607.8,2571.808
amostra_3624_2888.65.csv,2888.65,2889.3774
amostra_3625_2015.07.csv,2015.07,1874.5043
amostra_3628_1285.60.csv,1285.6,1280.5308
amostra_3629_3741.86.csv,3741.86,3620.4907
amostra_3640_3266.30.csv,3266.3,3275.4849
amostra_3642_1444.90.csv,1444.9,1380.255
amostra_3645_2006.96.csv,2006.96,1983.3303
amostra_3646_3950.25.csv,3950.25,3820.8494
amostra_3652_2297.58.csv,2297.58,2402.077
amostra_3656_2573.69.csv,2573.69,2560.5925
amostra_3663_2251.15.csv,2251.15,2219.99
amostra_3668_2644.90.csv,2644.9,2653.6887
amostra_3676_2823.80.csv,2823.8,2817.7615
amostra_3679_2792.55.csv,2792.55,2752.6648
amostra_3680_1782.90.csv,1782.9,1736.7705
amostra_3686_3133.04.csv,3133.04,3098.585
amostra_3687_3290.78.csv,3290.78,3196.2605
amostra_3688_1184.28.csv,1184.28,1175.1294
amostra_3693_2662.41.csv,2662.41,2678.437
amostra_3699_2332.95.csv,2332.95,2246.3135
amostra_3701_2027.71.csv,2027.71,2055.464
amostra_3702_2103.45.csv,2103.45,2097.7036
amostra_3704_2656.96.csv,2656.96,2580.4287
amostra_3705_2428.72.csv,2428.72,2319.8857
amostra_3708_2825.89.csv,2825.89,2735.8953
amostra_3709_2859.64.csv,2859.64,2741.4976
amostra_3710_2199.68.csv,2199.68,2206.539
amostra_3711_2012.17.csv,2012.17,1973.184
amostra_3713_3088.02.csv,3088.02,3077.0708
amostra_3715_2789.98.csv,2789.98,2754.7102
amostra_3717_2723.44.csv,2723.44,2729.1165
amostra_3726_3665.00.csv,3665.0,3547.0166
amostra_3727_2343.67.csv,2343.67,2360.2961
amostra_3729_1069.34.csv,1069.34,1049.672
amostra_3732_2567.82.csv,2567.82,2599.8735
amostra_3744_2239.85.csv,2239.85,2207.6685
amostra_3750_1240.66.csv,1240.66,1238.2805
amostra_3755_2152.16.csv,2152.16,2108.4407
amostra_3756_2042.24.csv,2042.24,2008.8994
amostra_3762_2455.62.csv,2455.62,2403.9832
amostra_3769_1914.71.csv,1914.71,1786.0881
amostra_3770_3750.35.csv,3750.35,3703.8665
amostra_3772_2166.00.csv,2166.0,2194.071
amostra_3778_1202.96.csv,1202.96,1217.2802
amostra_3783_2434.42.csv,2434.42,2444.4792
amostra_3791_2561.84.csv,2561.84,2469.5198
amostra_3801_1979.01.csv,1979.01,1977.3445
amostra_3803_3151.51.csv,3151.51,3101.6333
amostra_3805_1583.26.csv,1583.26,1540.5651
amostra_3824_2339.28.csv,2339.28,2233.1797
amostra_3827_2813.39.csv,2813.39,2717.3918
amostra_3835_1651.76.csv,1651.76,1607.0593
amostra_3838_2358.82.csv,2358.82,2248.7725
amostra_3840_2241.59.csv,2241.59,2271.1458
amostra_3841_2960.48.csv,2960.48,2934.0588
amostra_3846_2295.50.csv,2295.5,2243.672
amostra_3847_1388.04.csv,1388.04,1399.6528
amostra_3860_2557.68.csv,2557.68,2472.7156
amostra_3863_3338.50.csv,3338.5,3287.4534
amostra_3864_1506.07.csv,1506.07,1450.0878
amostra_3866_2896.73.csv,2896.73,2797.7239
amostra_3872_2341.87.csv,2341.87,2280.8987
amostra_3873_1576.91.csv,1576.91,1511.9053
amostra_3883_1673.77.csv,1673.77,1669.474
amostra_3884_3165.34.csv,3165.34,3069.6284
amostra_3888_2709.52.csv,2709.52,2671.1272
amostra_3892_2051.41.csv,2051.41,2072.1077
amostra_3893_3187.76.csv,3187.76,3140.0217
amostra_3898_2372.16.csv,2372.16,2415.8477
amostra_3903_2863.69.csv,2863.69,2816.1045
amostra_3906_2528.56.csv,2528.56,2482.8323
amostra_3907_3098.52.csv,3098.52,3018.8088
amostra_3910_2741.80.csv,2741.8,2666.9417
amostra_3920_3233.44.csv,3233.44,3241.181
amostra_3923_948.75.csv,948.75,984.78204
amostra_3928_2731.07.csv,2731.07,2632.7961
amostra_3930_1930.25.csv,1930.25,1894.3254
amostra_3941_1871.71.csv,1871.71,1814.3121
amostra_3942_1051.79.csv,1051.79,1126.024
amostra_3943_2998.51.csv,2998.51,2957.4624
amostra_3946_3302.41.csv,3302.41,3111.2622
amostra_3948_1304.93.csv,1304.93,1283.0662
amostra_3950_3591.33.csv,3591.33,3617.9805
amostra_3951_2457.50.csv,2457.5,2437.1292
amostra_3954_2682.79.csv,2682.79,2597.9736
amostra_3956_2155.94.csv,2155.94,2130.6873
amostra_3957_1605.75.csv,1605.75,1559.0837
amostra_3959_1749.00.csv,1749.0,1762.3246
amostra_3963_3280.85.csv,3280.85,3263.4126
amostra_3969_3284.25.csv,3284.25,3241.1526
amostra_3972_2187.10.csv,2187.1,2166.8064
amostra_3974_2384.19.csv,2384.19,2312.5063
amostra_3985_2634.66.csv,2634.66,2563.4004
amostra_3989_3511.22.csv,3511.22,3413.2126
amostra_3991_1464.53.csv,1464.53,1492.0619
amostra_3992_2328.45.csv,2328.45,2221.6084
amostra_3995_2494.42.csv,2494.42,2453.4475
amostra_4002_2843.06.csv,2843.06,2780.031
amostra_4016_2929.73.csv,2929.73,2888.1958
amostra_4021_3368.31.csv,3368.31,3328.2712
amostra_4025_2885.87.csv,2885.87,2866.221
amostra_4032_1365.15.csv,1365.15,1351.8221
amostra_4036_2033.71.csv,2033.71,1974.8005
amostra_4037_1169.88.csv,1169.88,1211.9934
amostra_4039_1902.70.csv,1902.7,1878.5181
amostra_4043_2413.85.csv,2413.85,2381.6152
amostra_4046_2627.28.csv,2627.28,2709.9038
amostra_4047_1392.43.csv,1392.43,1342.2264
amostra_4053_1786.81.csv,1786.81,1678.1451
amostra_4059_3191.00.csv,3191.0,3057.555
