epoch,loss,mae,rmse,val_loss,val_mae,val_rmse,lr
1,2564.56591796875,2564.56591796875,2677.2548828125,2557.69140625,2557.69140625,2669.036865234375,0.004999999888241291
2,2563.574951171875,2563.574951171875,2676.19970703125,2556.5390625,2556.5390625,2667.831787109375,0.004999999888241291
3,2562.02490234375,2562.02490234375,2674.7109375,2554.781494140625,2554.781494140625,2666.112548828125,0.004999999888241291
4,2559.326904296875,2559.326904296875,2672.137451171875,2551.894287109375,2551.894287109375,2663.615478515625,0.004999999888241291
5,2555.361083984375,2555.361083984375,2668.3486328125,2548.954833984375,2548.954833984375,2661.039306640625,0.004999999888241291
6,2549.795166015625,2549.795166015625,2663.069091796875,2543.1044921875,2543.1044921875,2655.847412109375,0.004999999888241291
7,2542.8515625,2542.8515625,2656.453125,2534.33154296875,2534.33154296875,2647.5634765625,0.004999999888241291
8,2533.798828125,2533.798828125,2647.6328125,2523.585693359375,2523.585693359375,2636.7685546875,0.004999999888241291
9,2523.2373046875,2523.2373046875,2637.54052734375,2510.916015625,2510.916015625,2624.565185546875,0.004999999888241291
10,2510.848388671875,2510.848388671875,2625.359130859375,2498.390869140625,2498.390869140625,2612.30615234375,0.004999999888241291
11,2496.190185546875,2496.190185546875,2611.32568359375,2483.529296875,2483.529296875,2597.854248046875,0.004999999888241291
12,2480.865478515625,2480.865478515625,2596.9951171875,2465.3193359375,2465.3193359375,2580.887451171875,0.004999999888241291
13,2462.259521484375,2462.259521484375,2579.640380859375,2446.360107421875,2446.360107421875,2563.306396484375,0.004999999888241291
14,2442.27392578125,2442.27392578125,2560.748291015625,2426.072509765625,2426.072509765625,2544.35009765625,0.004999999888241291
15,2420.962158203125,2420.962158203125,2540.37353515625,2403.847900390625,2403.847900390625,2523.15087890625,0.004999999888241291
16,2397.07275390625,2397.07275390625,2517.6826171875,2380.72216796875,2380.72216796875,2501.69580078125,0.004999999888241291
17,2373.27880859375,2373.27880859375,2495.497802734375,2354.310546875,2354.310546875,2476.587646484375,0.004999999888241291
18,2346.01953125,2346.01953125,2469.746826171875,2325.692138671875,2325.692138671875,2449.13037109375,0.004999999888241291
19,2317.9326171875,2317.9326171875,2442.0048828125,2294.215576171875,2294.215576171875,2418.986572265625,0.004999999888241291
20,2288.5439453125,2288.5439453125,2414.974365234375,2263.386962890625,2263.386962890625,2389.388671875,0.004999999888241291
21,2254.15625,2254.15625,2381.423583984375,2231.821044921875,2231.821044921875,2359.633544921875,0.004999999888241291
22,2221.639892578125,2221.639892578125,2351.20166015625,2198.47021484375,2198.47021484375,2328.4091796875,0.004999999888241291
23,2186.344970703125,2186.344970703125,2318.269775390625,2162.098876953125,2162.098876953125,2294.235595703125,0.004999999888241291
24,2149.107177734375,2149.107177734375,2283.650146484375,2123.27001953125,2123.27001953125,2258.10595703125,0.004999999888241291
25,2107.053955078125,2107.053955078125,2243.892822265625,2084.181640625,2084.181640625,2222.283447265625,0.004999999888241291
26,2070.6845703125,2070.6845703125,2210.65576171875,2042.4564208984375,2042.4564208984375,2184.31298828125,0.004999999888241291
27,2027.900390625,2027.900390625,2169.84765625,1999.3446044921875,1999.3446044921875,2144.3046875,0.004999999888241291
28,1983.6678466796875,1983.6678466796875,2130.628173828125,1955.3489990234375,1955.3489990234375,2104.255859375,0.004999999888241291
29,1934.9140625,1934.9140625,2086.391845703125,1907.774658203125,1907.774658203125,2061.599365234375,0.004999999888241291
30,1892.958740234375,1892.958740234375,2048.3037109375,1858.7308349609375,1858.7308349609375,2016.4781494140625,0.004999999888241291
31,1843.2685546875,1843.2685546875,2001.30126953125,1808.596923828125,1808.596923828125,1969.9171142578125,0.004999999888241291
32,1791.948486328125,1791.948486328125,1954.558349609375,1758.9461669921875,1758.9461669921875,1923.901123046875,0.004999999888241291
33,1744.3626708984375,1744.3626708984375,1912.7825927734375,1707.362548828125,1707.362548828125,1875.3583984375,0.004999999888241291
34,1690.37109375,1690.37109375,1862.9705810546875,1653.49072265625,1653.49072265625,1823.9334716796875,0.004999999888241291
35,1635.1112060546875,1635.1112060546875,1808.493408203125,1601.0545654296875,1601.0545654296875,1771.096435546875,0.004999999888241291
36,1581.8359375,1581.8359375,1758.1444091796875,1545.0654296875,1545.0654296875,1716.6455078125,0.004999999888241291
37,1525.84814453125,1525.84814453125,1705.7725830078125,1488.1075439453125,1488.1075439453125,1658.6494140625,0.004999999888241291
38,1467.665283203125,1467.665283203125,1646.2833251953125,1429.324951171875,1429.324951171875,1595.97412109375,0.004999999888241291
39,1410.1439208984375,1410.1439208984375,1592.4620361328125,1368.6317138671875,1368.6317138671875,1536.799072265625,0.004999999888241291
40,1344.882080078125,1344.882080078125,1526.5400390625,1301.08447265625,1301.08447265625,1470.003662109375,0.004999999888241291
41,1277.2188720703125,1277.2188720703125,1456.42578125,1222.1837158203125,1222.1837158203125,1392.0452880859375,0.004999999888241291
42,1218.381103515625,1218.381103515625,1398.676025390625,1150.4263916015625,1150.4263916015625,1320.15283203125,0.004999999888241291
43,1152.3612060546875,1152.3612060546875,1339.079345703125,1075.9595947265625,1075.9595947265625,1249.93701171875,0.004999999888241291
44,1084.2724609375,1084.2724609375,1271.85498046875,990.14013671875,990.14013671875,1166.46533203125,0.004999999888241291
45,1012.6929931640625,1012.6929931640625,1205.3897705078125,907.2470703125,907.2470703125,1086.2777099609375,0.004999999888241291
46,953.5239868164062,953.5239868164062,1144.183837890625,831.2359008789062,831.2359008789062,1005.8131713867188,0.004999999888241291
47,876.9771118164062,876.9771118164062,1066.4608154296875,762.0870971679688,762.0870971679688,916.3821411132812,0.004999999888241291
48,804.5964965820312,804.5964965820312,984.58837890625,668.2804565429688,668.2804565429688,810.031982421875,0.004999999888241291
49,744.2081909179688,744.2081909179688,922.4760131835938,582.958251953125,582.958251953125,712.3848876953125,0.004999999888241291
50,661.7535400390625,661.7535400390625,831.1449584960938,523.3546142578125,523.3546142578125,632.759033203125,0.004999999888241291
51,600.695556640625,600.695556640625,769.1220703125,453.5592346191406,453.5592346191406,554.1686401367188,0.004999999888241291
52,518.636962890625,518.636962890625,669.5908813476562,400.033447265625,400.033447265625,492.9289855957031,0.004999999888241291
53,440.4685974121094,440.4685974121094,584.2162475585938,362.6915283203125,362.6915283203125,434.0721740722656,0.004999999888241291
54,398.5517272949219,398.5517272949219,528.3524169921875,335.9957580566406,335.9957580566406,389.68438720703125,0.004999999888241291
55,335.817138671875,335.817138671875,446.9549255371094,303.19989013671875,303.19989013671875,341.4671325683594,0.004999999888241291
56,292.777587890625,292.777587890625,386.73858642578125,283.2207336425781,283.2207336425781,320.9754638671875,0.004999999888241291
57,254.59170532226562,254.59170532226562,336.1438903808594,253.91104125976562,253.91104125976562,302.8890686035156,0.004999999888241291
58,233.2613067626953,233.2613067626953,311.48870849609375,254.5525665283203,254.5525665283203,325.78497314453125,0.004999999888241291
59,237.10667419433594,237.10667419433594,307.5534973144531,280.7399597167969,280.7399597167969,330.5732116699219,0.004999999888241291
60,211.09170532226562,211.09170532226562,271.18701171875,240.9482421875,240.9482421875,283.0614318847656,0.004999999888241291
61,211.22097778320312,211.22097778320312,270.9755554199219,220.34182739257812,220.34182739257812,256.5650329589844,0.004999999888241291
62,204.96481323242188,204.96481323242188,262.5720520019531,196.6706085205078,196.6706085205078,235.30636596679688,0.004999999888241291
63,199.1573486328125,199.1573486328125,257.3940124511719,178.5033416748047,178.5033416748047,213.35833740234375,0.004999999888241291
64,216.46530151367188,216.46530151367188,285.0007019042969,175.3544464111328,175.3544464111328,210.43798828125,0.004999999888241291
65,205.95640563964844,205.95640563964844,266.95855712890625,173.92495727539062,173.92495727539062,204.60557556152344,0.004999999888241291
66,198.73214721679688,198.73214721679688,254.9817657470703,144.86868286132812,144.86868286132812,172.8175048828125,0.004999999888241291
67,220.6098175048828,220.6098175048828,282.47650146484375,118.56201171875,118.56201171875,142.00318908691406,0.004999999888241291
68,203.5116729736328,203.5116729736328,265.9921569824219,113.28275299072266,113.28275299072266,137.70703125,0.004999999888241291
69,200.21131896972656,200.21131896972656,259.2718811035156,118.25186920166016,118.25186920166016,139.3203887939453,0.004999999888241291
70,203.76551818847656,203.76551818847656,260.4124755859375,94.17675018310547,94.17675018310547,113.6870346069336,0.004999999888241291
71,208.24203491210938,208.24203491210938,265.0180969238281,94.48465728759766,94.48465728759766,116.70452117919922,0.004999999888241291
72,207.97853088378906,207.97853088378906,267.2445983886719,95.48865509033203,95.48865509033203,112.90336608886719,0.004999999888241291
73,197.83258056640625,197.83258056640625,252.1616973876953,99.55387878417969,99.55387878417969,114.44349670410156,0.004999999888241291
74,222.28062438964844,222.28062438964844,285.099609375,95.184814453125,95.184814453125,112.57508087158203,0.004999999888241291
75,211.24057006835938,211.24057006835938,266.9931640625,91.34473419189453,91.34473419189453,110.0230941772461,0.004999999888241291
76,201.6692657470703,201.6692657470703,257.6116638183594,93.36292266845703,93.36292266845703,111.88139343261719,0.004999999888241291
77,217.4044189453125,217.4044189453125,276.50518798828125,74.20423126220703,74.20423126220703,90.39865112304688,0.004999999888241291
78,204.87852478027344,204.87852478027344,260.1839294433594,75.7372817993164,75.7372817993164,90.22222137451172,0.004999999888241291
79,218.91012573242188,218.91012573242188,279.0223083496094,80.64080810546875,80.64080810546875,95.12073516845703,0.004999999888241291
80,223.0540771484375,223.0540771484375,281.2752380371094,59.15619659423828,59.15619659423828,71.26676177978516,0.004999999888241291
81,206.08688354492188,206.08688354492188,268.6325378417969,45.62236404418945,45.62236404418945,53.414649963378906,0.004999999888241291
82,193.4114990234375,193.4114990234375,255.18797302246094,41.3460578918457,41.3460578918457,50.927757263183594,0.004999999888241291
83,183.57444763183594,183.57444763183594,237.5585479736328,46.40803909301758,46.40803909301758,57.47492218017578,0.004999999888241291
84,204.93524169921875,204.93524169921875,262.3522644042969,46.10088348388672,46.10088348388672,56.67487335205078,0.004999999888241291
85,202.62156677246094,202.62156677246094,261.655517578125,37.80930709838867,37.80930709838867,47.039146423339844,0.004999999888241291
86,207.36228942871094,207.36228942871094,271.83380126953125,40.846832275390625,40.846832275390625,49.527099609375,0.004999999888241291
87,212.41346740722656,212.41346740722656,278.6300964355469,32.75871658325195,32.75871658325195,40.08273696899414,0.004999999888241291
88,202.71299743652344,202.71299743652344,264.1587829589844,45.14493179321289,45.14493179321289,55.898963928222656,0.004999999888241291
89,201.5854034423828,201.5854034423828,260.25775146484375,44.3267707824707,44.3267707824707,51.94245529174805,0.004999999888241291
90,187.9650115966797,187.9650115966797,247.3726043701172,47.2260856628418,47.2260856628418,60.81578826904297,0.004999999888241291
91,200.3250732421875,200.3250732421875,260.02728271484375,37.985782623291016,37.985782623291016,49.57429885864258,0.004999999888241291
92,213.84278869628906,213.84278869628906,270.5292663574219,36.087921142578125,36.087921142578125,45.72685241699219,0.004999999888241291
93,209.72567749023438,209.72567749023438,267.92828369140625,33.30604553222656,33.30604553222656,40.466392517089844,0.004999999888241291
94,200.1417999267578,200.1417999267578,259.7950744628906,31.19404411315918,31.19404411315918,37.92503356933594,0.004999999888241291
95,195.6961669921875,195.6961669921875,251.93673706054688,29.503721237182617,29.50372314453125,36.07100296020508,0.004999999888241291
96,205.49240112304688,205.49240112304688,263.1072082519531,41.98612594604492,41.98612594604492,53.12953186035156,0.004999999888241291
97,191.4038848876953,191.4038848876953,245.37338256835938,36.69068145751953,36.69068145751953,45.273170471191406,0.004999999888241291
98,207.79757690429688,207.79757690429688,272.5451354980469,36.34510040283203,36.34510040283203,44.705726623535156,0.004999999888241291
99,198.00831604003906,198.00831604003906,249.2432861328125,29.40375328063965,29.40375328063965,36.69343948364258,0.004999999888241291
100,191.29209899902344,191.29209899902344,247.9595184326172,35.4747200012207,35.4747200012207,45.75505065917969,0.004999999888241291
101,182.59765625,182.59765625,238.64459228515625,39.21593475341797,39.21593475341797,48.05220031738281,0.004999999888241291
102,223.69219970703125,223.69219970703125,281.7018127441406,41.5894775390625,41.5894775390625,54.30654525756836,0.004999999888241291
103,196.86181640625,196.86181640625,253.037353515625,44.005035400390625,44.005035400390625,52.62205123901367,0.004999999888241291
104,202.4454345703125,202.4454345703125,260.64727783203125,46.35793685913086,46.35793685913086,55.95093536376953,0.004999999888241291
105,206.5589599609375,206.5589599609375,263.1546936035156,34.75438690185547,34.75438690185547,42.09012985229492,0.004999999888241291
106,185.560302734375,185.560302734375,236.10745239257812,32.76420974731445,32.76420974731445,41.82697296142578,0.004999999888241291
107,197.6597137451172,197.6597137451172,250.50689697265625,45.338958740234375,45.338958740234375,54.853858947753906,0.004999999888241291
108,213.92315673828125,213.92315673828125,278.36749267578125,36.27484130859375,36.27484130859375,45.54558181762695,0.004999999888241291
109,198.39865112304688,198.39865112304688,257.3390197753906,33.96355056762695,33.96355056762695,43.53824234008789,0.004999999888241291
110,203.0320587158203,203.0320587158203,263.12847900390625,30.595279693603516,30.595279693603516,39.72927474975586,0.0024999999441206455
111,198.63278198242188,198.63278198242188,251.06236267089844,34.223209381103516,34.223209381103516,43.49478530883789,0.0024999999441206455
112,193.16856384277344,193.16856384277344,249.6132354736328,34.895809173583984,34.895809173583984,42.607059478759766,0.0024999999441206455
113,207.3985137939453,207.3985137939453,267.49774169921875,34.56429672241211,34.56429672241211,41.54218673706055,0.0024999999441206455
114,187.525390625,187.525390625,243.7076416015625,33.91676330566406,33.91676330566406,42.31321716308594,0.0024999999441206455
115,196.28515625,196.28515625,256.4340515136719,37.26397705078125,37.26397705078125,48.234764099121094,0.0024999999441206455
116,215.04586791992188,215.04586791992188,271.22918701171875,35.14955520629883,35.14955520629883,47.50358581542969,0.0024999999441206455
117,199.1154327392578,199.1154327392578,253.89744567871094,32.76514434814453,32.76514434814453,40.34344482421875,0.0024999999441206455
118,194.63381958007812,194.63381958007812,252.56805419921875,28.421693801879883,28.421693801879883,36.95220947265625,0.0024999999441206455
119,197.1160430908203,197.1160430908203,252.3190460205078,27.688047409057617,27.688047409057617,35.71651077270508,0.0024999999441206455
120,201.17100524902344,201.17100524902344,258.1079406738281,33.17646026611328,33.17646026611328,41.30319595336914,0.0024999999441206455
121,194.0896759033203,194.0896759033203,252.30368041992188,44.10869216918945,44.10869216918945,54.840087890625,0.0024999999441206455
122,194.89263916015625,194.89263916015625,254.88424682617188,37.49818801879883,37.49818801879883,48.38939666748047,0.0024999999441206455
123,189.66770935058594,189.66770935058594,244.0872039794922,23.920162200927734,23.920162200927734,30.813749313354492,0.0024999999441206455
124,191.26290893554688,191.26290893554688,246.29156494140625,19.18773651123047,19.18773651123047,26.392757415771484,0.0024999999441206455
125,201.55322265625,201.55322265625,264.26446533203125,23.26124382019043,23.26124382019043,29.79345703125,0.0024999999441206455
126,193.87635803222656,193.87635803222656,247.9501953125,27.8162841796875,27.8162841796875,34.759334564208984,0.0024999999441206455
127,199.0576934814453,199.0576934814453,256.59149169921875,29.95383644104004,29.95383644104004,36.991127014160156,0.0024999999441206455
128,196.4482421875,196.4482421875,254.24365234375,30.629995346069336,30.629995346069336,38.293182373046875,0.0024999999441206455
129,191.85739135742188,191.85739135742188,250.7427520751953,33.78900909423828,33.78900909423828,41.44912338256836,0.0024999999441206455
130,197.21456909179688,197.21456909179688,250.53172302246094,28.470327377319336,28.470327377319336,35.420021057128906,0.0024999999441206455
131,187.96286010742188,187.96286010742188,245.7951202392578,29.230972290039062,29.230972290039062,38.99166488647461,0.0024999999441206455
132,205.35720825195312,205.35720825195312,274.47467041015625,23.957534790039062,23.957534790039062,31.388490676879883,0.0024999999441206455
133,210.89462280273438,210.89462280273438,268.8280334472656,33.862091064453125,33.862091064453125,41.39596939086914,0.0024999999441206455
134,188.02755737304688,188.02755737304688,242.2505340576172,44.1475830078125,44.1475830078125,52.19184112548828,0.0024999999441206455
135,203.68350219726562,203.68350219726562,264.47711181640625,42.25753402709961,42.25753402709961,51.90525817871094,0.0012499999720603228
136,217.2024383544922,217.2024383544922,280.77520751953125,37.962581634521484,37.962581634521484,47.093833923339844,0.0012499999720603228
137,202.63047790527344,202.63047790527344,262.7176208496094,36.43391418457031,36.43391418457031,46.10807800292969,0.0012499999720603228
138,199.72694396972656,199.72694396972656,254.56103515625,27.854572296142578,27.854572296142578,34.57138442993164,0.0012499999720603228
139,187.6594696044922,187.6594696044922,242.4095458984375,25.201738357543945,25.201738357543945,32.00387191772461,0.0012499999720603228
140,197.2285919189453,197.2285919189453,254.4169921875,27.691211700439453,27.691211700439453,35.467403411865234,0.0012499999720603228
141,194.48805236816406,194.48805236816406,252.08729553222656,28.960887908935547,28.960887908935547,37.51556396484375,0.0012499999720603228
142,195.3400421142578,195.3400421142578,251.5760498046875,30.10943031311035,30.10943031311035,38.8760986328125,0.0012499999720603228
143,193.07839965820312,193.07839965820312,252.5771484375,28.176027297973633,28.176027297973633,36.59199142456055,0.0012499999720603228
144,195.38400268554688,195.38400268554688,245.91590881347656,29.310213088989258,29.310213088989258,37.17375564575195,0.0012499999720603228
145,208.86805725097656,208.86805725097656,268.6000671386719,28.71476173400879,28.71476173400879,37.112972259521484,0.0006249999860301614
146,205.39768981933594,205.39768981933594,266.5224304199219,26.48296546936035,26.48296546936035,35.344268798828125,0.0006249999860301614
147,202.13198852539062,202.13198852539062,255.3516845703125,28.095064163208008,28.095064163208008,37.33366012573242,0.0006249999860301614
148,202.0653076171875,202.0653076171875,259.1645202636719,27.075286865234375,27.075286865234375,35.90101623535156,0.0006249999860301614
149,197.27166748046875,197.27166748046875,259.3901062011719,26.218217849731445,26.218217849731445,35.72771453857422,0.0006249999860301614
